Artist,Listeners,Daily Trend,Peak,PkListeners
Gwen Stefani,"16,364,117","-15,526",160,"30,087,158"
Tokischa,"16,352,930","14,990",394,"17,115,778"
Weezer,"16,314,250","49,001",440,"16,314,250"
Morat,"16,200,714","63,437",344,"16,460,184"
Milky Chance,"16,197,135","16,065",417,"16,217,924"
FISHER,"16,184,177","-6,426",480,"16,290,880"
Imanbek,"16,122,569","-5,351",280,"18,669,813"
My Chemical Romance,"16,069,346","96,654",389,"17,922,178"
ILLIT,"16,065,850","-7,917",420,"17,757,605"
Bakar,"16,057,886","-68,787",461,"16,733,660"
T-Pain,"16,030,060","-35,665",372,"18,873,052"
Rudimental,"16,018,137","52,001",494,"16,018,137"
Boney M.,"16,003,447","-38,848",304,"21,706,513"
Evanescence,"15,945,272","15,413",495,"15,945,272"
B.o.B,"15,936,344","25,099",312,"19,279,361"
Zerb,"15,905,374","-22,195",493,"15,991,047"
Ice Cube,"15,898,034","41,486",325,"18,290,286"
Frank Sinatra,"15,886,623","-15,858",34,"58,866,238"
Céline Dion,"15,841,796","62,392",235,"24,632,519"
Jessie J,"15,839,095","11,001",317,"21,219,575"
Flo Milli,"15,799,365","-96,531",262,"22,109,344"
Ella Henderson,"15,796,775","67,780",364,"17,142,204"
Brray,"15,763,616","-27,289",405,"16,966,488"
Burna Boy,"15,720,592","24,739",287,"20,364,950"
Sean Kingston,"15,676,916","135,732",381,"18,574,495"
Lil Peep,"15,671,076","13,028",387,"16,218,532"
Himesh Reshammiya,"15,632,300","23,734",457,"15,909,257"
Christina Perri,"15,627,125","-55,621",424,"16,831,407"
TLC,"15,611,860","57,368",511,"15,611,860"
Sachet Tandon,"15,587,234","-28,686",363,"17,257,983"
Little Mix,"15,580,452","-16,505",287,"19,963,380"
John Mayer,"15,569,935","-28,182",327,"17,101,929"
Calle 24,"15,546,057","-131,878",347,"18,990,432"
Limp Bizkit,"15,489,627",-811,477,"16,080,133"
benny blanco,"15,488,344","12,965",262,"23,177,471"
Alessia Cara,"15,417,937","-16,352",227,"25,204,710"
Kumaar,"15,380,969","-22,200",316,"17,005,446"
Kimbra,"15,372,147","-19,679",465,"16,506,291"
BigXthaPlug,"15,329,283","-2,351",518,"15,472,209"
Gucci Mane,"15,303,685","5,209",401,"16,561,931"
Muse,"15,291,014","-55,343",480,"15,579,338"
Jack Johnson,"15,269,813","-14,786",518,"15,485,519"
Neeti Mohan,"15,256,824","-18,182",454,"16,085,831"
KALEO,"15,250,272","-33,150",506,"15,427,987"
KHEA,"15,206,295","38,778",476,"15,921,253"
Lukas Graham,"15,196,054","-96,154",407,"18,243,782"
Ricky Martin,"15,192,671","3,697",365,"15,850,419"
Simon & Garfunkel,"15,173,749","1,902",529,"15,231,098"
Tony Dize,"15,162,214","9,018",481,"15,162,214"
Ovy On The Drums,"15,152,917","-10,326",256,"19,658,860"
Chase Atlantic,"15,145,831",227,476,"15,391,284"
Jason Mraz,"15,132,445","-20,346",282,"21,336,382"
Bob Sinclar,"15,115,747","40,064",535,"15,115,747"
LUDMILLA,"15,003,807","11,037",327,"19,760,775"
girl in red,"14,996,542","-20,886",304,"19,610,745"
SAIKO,"14,990,729","-14,727",418,"16,442,141"
Niall Horan,"14,981,925","-23,894",129,"27,578,996"
The Clash,"14,961,013","-46,887",532,"15,273,601"
Key Glock,"14,953,390","-57,898",444,"16,394,056"
Shania Twain,"14,951,117","-45,533",352,"17,682,454"
Russ,"14,940,770","-6,147",365,"17,041,050"
Tulsi Kumar,"14,925,042","4,945",450,"15,393,249"
Armin van Buuren,"14,924,808","-1,615",440,"15,567,246"
The Smiths,"14,923,884","2,192",455,"16,128,441"
MC Kevin o Chris,"14,916,265","-10,856",317,"19,054,899"
Neha Kakkar,"14,900,310","27,681",397,"15,937,303"
Amaal Mallik,"14,863,859","-5,471",482,"15,070,057"
Joel Corry,"14,841,316","-47,091",301,"18,601,830"
Passenger,"14,838,696","-35,503",422,"16,765,920"
NATTI NATASHA,"14,824,460","-21,700",331,"17,498,549"
Like Mike,"14,824,212","28,231",553,"14,824,212"
Tracy Chapman,"14,823,770","-66,290",348,"19,175,912"
Zedd,"14,815,961","-11,440",317,"16,864,646"
Gesaffelstein,"14,803,058","-21,899",273,"18,995,025"
Electric Light Orchestra,"14,791,305","9,560",522,"14,791,305"
Julieta Venegas,"14,789,402","5,004",427,"17,323,833"
Lyanno,"14,776,082","-17,610",416,"15,200,027"
Kungs,"14,773,662",241,401,"16,442,885"
Irshad Kamil,"14,746,443","-19,385",550,"15,018,915"
Tones And I,"14,734,723","-46,420",416,"15,010,580"
NF,"14,685,376","61,502",275,"19,447,227"
MC PH,"14,625,799","48,891",558,"14,625,799"
Blessd,"14,622,551","-36,349",360,"19,182,048"
Rag'n'Bone Man,"14,560,163","-91,452",475,"16,109,002"
Armaan Malik,"14,558,947","-10,937",381,"16,761,065"
Tove Lo,"14,545,968","30,037",321,"16,726,850"
Purple Disco Machine,"14,535,119","-10,933",451,"14,934,992"
Darell,"14,515,980","-35,446",238,"22,214,709"
Ms. Lauryn Hill,"14,514,697","18,728",486,"15,864,580"
Meek Mill,"14,512,080","34,874",393,"15,553,179"
B Praak,"14,501,404","-12,333",366,"19,588,169"
Charli XCX,"14,500,646","101,131",205,"24,071,976"
Bryant Myers,"14,493,008","-18,421",341,"18,758,660"
blackbear,"14,467,050","-5,442",259,"19,962,853"
Kunaal Vermaa,"14,412,113","-35,948",427,"15,996,936"
Destiny's Child,"14,381,334","5,592",352,"20,157,027"
Depeche Mode,"14,375,584","78,582",418,"14,555,707"
Kenya Grace,"14,373,156","-62,034",107,"32,478,392"
MAGIC!,"14,372,910","-27,186",549,"14,801,274"
Jax Jones,"14,338,772","-14,053",354,"17,202,952"
Michael Bublé,"14,333,708","-93,419",13,"69,806,230"
Black Sabbath,"14,328,405","11,491",465,"15,336,469"
Sophie Ellis-Bextor,"14,303,206","-41,231",226,"23,967,750"
Bring Me The Horizon,"14,302,158","75,615",475,"14,321,194"
Alejandro Fernández,"14,295,671","-1,806",404,"16,078,925"
Jungle,"14,244,384","9,338",544,"14,773,883"
Rich The Kid,"14,190,882","-529,477",130,"32,410,422"
Camila,"14,187,808",791,589,"14,189,289"
Amit Trivedi,"14,182,399",-369,384,"14,989,573"
Eden Muñoz,"14,161,579","-38,501",367,"17,438,441"
Taio Cruz,"14,141,405","6,327",520,"14,270,300"
24kGoldn,"14,132,779","-12,555",393,"15,117,675"
Nicky Youre,"14,124,952","27,055",362,"16,422,807"
Chayanne,"14,098,289","-30,276",588,"14,199,202"
Topic,"14,082,343","-28,270",343,"16,634,144"
Morad,"14,031,859","30,355",575,"14,031,859"
Jonita Gandhi,"13,931,468","2,305",337,"18,322,100"
La Oreja de Van Gogh,"13,907,421","-101,333",566,"14,349,396"
Steve Aoki,"13,810,849","8,359",216,"21,606,912"
Jasleen Royal,"13,807,134","-23,449",298,"19,931,406"
Pablo Alborán,"13,806,465","-43,749",519,"13,891,621"
iann dior,"13,803,745","-22,168",438,"14,436,905"
LE SSERAFIM,"13,795,470","-93,908",476,"16,058,007"
Lil Tjay,"13,781,391","-1,206",268,"19,548,091"
SYML,"13,755,555","11,447",464,"14,726,953"
Belinda,"13,724,225","-90,769",585,"14,320,082"
Henrique & Juliano,"13,699,030","17,201",541,"14,317,583"
KISS,"13,685,240","5,509",475,"14,800,988"
Javed Ali,"13,684,465",-663,459,"15,362,364"
Laufey,"13,677,810","-21,767",202,"26,862,484"
Rosa Linn,"13,674,778","-68,567",213,"22,368,082"
Anu Malik,"13,665,638","2,386",608,"13,699,975"
Piso 21,"13,644,154","-12,028",303,"20,327,383"
The Beach Boys,"13,641,750","44,460",161,"29,963,881"
dazy,"13,628,776","28,048",426,"14,690,270"
Gracie Abrams,"13,615,074","-64,651",603,"13,911,891"
Luan Pereira,"13,568,750","57,864",495,"15,858,032"
Alvaro Diaz,"13,564,703","237,548",620,"13,564,703"
Beach House,"13,517,666","2,386",521,"14,184,562"
Kany García,"13,497,707","-88,873",600,"13,949,342"
Zé Neto & Cristiano,"13,484,182","11,790",584,"13,644,834"
Simone Mendes,"13,464,626","59,825",535,"14,861,604"
Pearl Jam,"13,455,976","-15,771",488,"15,656,385"
6LACK,"13,452,744","11,431",321,"16,978,376"
Scorpions,"13,446,222","-5,452",514,"13,696,833"
Slipknot,"13,420,453","49,333",543,"14,134,458"
Ram Sampath,"13,419,002","288,236",629,"13,419,002"
WILLOW,"13,396,710","-48,408",360,"15,561,760"
Men At Work,"13,383,416","-23,696",620,"13,582,552"
GIMS,"13,355,312","53,481",632,"13,355,312"
The Temptations,"13,345,557","-2,352",631,"13,347,909"
Paul McCartney,"13,326,243","-44,486",79,"39,384,561"
Bradley Cooper,"13,315,213","12,681",457,"14,204,859"
The 1975,"13,304,304","19,952",341,"16,303,938"
Wisin,"13,274,386","-70,154",405,"15,614,069"
Manoj Muntashir,"13,272,333","61,460",598,"13,272,333"
Rex Orange County,"13,270,671","-39,758",336,"16,098,724"
Bazzi,"13,262,730","-22,029",428,"14,609,192"
Papa Roach,"13,223,936","16,783",624,"13,223,936"
Mc Don Juan,"13,210,907","15,532",421,"17,278,848"
Lata Mangeshkar,"13,209,354","6,715",572,"13,209,354"
Jeremih,"13,197,350",-211,536,"13,964,663"
Santana,"13,195,787","22,258",344,"13,195,787"
Gigi D'Agostino,"13,193,926","196,358",646,"13,193,926"
Chance Peña,"13,187,131","-60,915",564,"14,147,981"
Silk Sonic,"13,186,631","-37,038",373,"15,167,191"
Rick Ross,"13,184,529","-48,988",514,"15,272,290"
Edgardo Nuñez,"13,176,279","-44,875",431,"16,906,197"
The Fray,"13,166,137","-25,796",636,"13,307,081"
Johnny Cash,"13,159,646","-18,037",592,"13,497,909"
X Ambassadors,"13,147,097","-29,310",398,"14,934,403"
Rahat Fateh Ali Khan,"13,134,818","-3,350",479,"14,303,179"
Wallows,"13,133,486",-545,648,"13,176,091"
Lenny Kravitz,"13,133,484","42,650",623,"13,133,484"
Chief Keef,"13,116,765",-926,436,"15,873,183"
The Mamas & The Papas,"13,115,109","-33,082",646,"13,225,907"
Lizzo,"13,059,241","-3,881",105,"30,100,497"
Bob Dylan,"13,056,396","-23,040",655,"13,091,715"
Sade,"13,051,524","8,787",570,"14,082,103"
Benny Dayal,"13,038,042","6,666",522,"14,243,363"
Mc Daniel,"12,999,282","-35,448",615,"13,555,851"
Hariharan,"12,992,724","-4,085",538,"14,019,582"
S. P. Balasubrahmanyam,"12,989,384","-22,924",594,"13,776,056"
Trueno,"12,985,628","108,329",416,"17,708,434"
The Game,"12,965,513","-3,375",508,"13,935,195"
Jowell & Randy,"12,964,588","51,499",516,"13,905,356"
Yng Lvcas,"12,961,482","196,134",101,"32,431,402"
Jhené Aiko,"12,909,734","-29,529",557,"13,720,267"
Jelly Roll,"12,890,763","-24,967",608,"13,481,636"
Shubh,"12,868,134","23,410",551,"13,540,727"
BENNETT,"12,853,165","-24,920",603,"13,437,506"
mgk,"12,807,381",576,409,"14,491,184"
Gusttavo Lima,"12,779,130","47,203",508,"15,115,981"
Iyaz,"12,773,933","25,572",676,"12,773,933"
Murilo Huff,"12,763,012","91,443",677,"12,763,012"
Beach Weather,"12,757,517","-8,577",597,"13,338,136"
Norma Jean Martine,"12,753,316","-64,432",575,"14,075,257"
Alejandro Sanz,"12,752,417","-9,820",432,"14,395,340"
Kansas,"12,751,787","-3,482",659,"12,965,029"
DJ Luian,"12,734,452","-5,179",293,"19,413,064"
Jatin-Lalit,"12,724,252","9,194",588,"13,105,431"
AURORA,"12,716,939","35,687",473,"13,315,757"
Blondie,"12,712,059","-10,790",552,"13,208,088"
Jorge & Mateus,"12,709,870","15,988",539,"12,709,870"
Bad Gyal,"12,689,904","-34,769",405,"16,628,326"
Eric Clapton,"12,668,711","-26,599",550,"12,876,177"
Rochak Kohli,"12,645,869","30,595",470,"14,635,559"
Gym Class Heroes,"12,632,013","9,929",441,"15,911,178"
Hans Zimmer,"12,609,295","-32,868",562,"14,296,237"
Rammstein,"12,607,099","50,032",636,"12,607,099"
Redbone,"12,584,287","-15,788",690,"12,600,075"
Rae Sremmurd,"12,572,103","14,445",412,"15,144,345"
Parampara Tandon,"12,558,183","-34,879",433,"15,379,200"
Rvfv,"12,541,217","64,722",696,"12,541,217"
Seeb,"12,533,362","-1,255",603,"12,646,838"
Henry Moodie,"12,532,922","-5,508",692,"12,542,437"
Oliver Tree,"12,518,823","12,622",85,"33,995,315"
Skillibeng,"12,518,583","10,571",673,"12,801,960"
New West,"12,494,848","-44,605",421,"15,372,580"
The Black Keys,"12,468,028","4,035",621,"13,313,966"
Mambo Kingz,"12,462,781","-5,994",298,"19,318,210"
Roy Orbison,"12,460,176","-11,425",687,"12,598,087"
Joan Sebastian,"12,452,693","-12,463",657,"12,598,726"
Seafret,"12,425,719","-10,692",480,"12,965,413"
Sam Feldt,"12,416,369","-16,801",435,"15,313,300"
Ángela Aguilar,"12,394,424","-87,736",619,"13,090,032"
Montell Fish,"12,380,610","46,718",614,"13,396,073"
Salim–Sulaiman,"12,375,944","-5,698",582,"12,985,338"
Kylie Minogue,"12,368,524","50,519",233,"24,715,118"
Paulo Londra,"12,350,931","101,469",401,"15,253,786"
OMI,"12,350,851","-26,156",686,"12,637,797"
Noriel,"12,340,596","30,301",686,"12,340,596"
No Doubt,"12,329,126","-2,408",688,"12,498,646"
Los Enanitos Verdes,"12,317,522","57,277",635,"12,995,953"
Tyler Childers,"12,316,894","19,025",610,"12,316,894"
Beéle,"12,313,497","4,819",352,"17,704,790"
Alfredo Olivas,"12,307,398","-28,284",582,"13,862,718"
Arcane,"12,292,369","-45,876",347,"16,018,371"
Jorja Smith,"12,283,273","8,858",469,"14,672,140"
Joost,"12,259,999","56,658",722,"12,259,999"
aespa,"12,251,821","157,242",723,"12,251,821"
Dímelo Flow,"12,238,428","-45,685",632,"13,279,047"
James Hype,"12,229,067","-8,147",460,"13,541,656"
Regard,"12,218,861","-27,619",594,"12,681,786"
Normani,"12,202,841","36,093",521,"13,194,421"
$uicideboy$,"12,170,710","21,535",603,"12,287,492"
Yo Yo Honey Singh,"12,163,381","9,902",427,"15,996,095"
Neton Vega,"12,156,709","203,213",730,"12,156,709"
Raj Shekhar,"12,150,786","-39,761",554,"14,154,871"
Flume,"12,136,121","-24,581",571,"13,480,342"
Foreigner,"12,103,849","-1,404",506,"14,183,558"
Stromae,"12,101,514","5,716",617,"12,501,744"
MNEK,"12,074,535","-4,089",451,"13,903,326"
Jesse & Joy,"12,059,331","-9,380",440,"15,999,739"
Cosculluela,"12,058,350","-21,405",589,"13,488,513"
Brytiago,"12,044,135","-33,227",556,"13,359,249"
Kate Bush,"12,004,236","-11,587",424,"14,101,915"
Shekhar Ravjiani,"11,965,616","-34,482",392,"15,805,465"
Los Tucanes De Tijuana,"11,953,299","-43,504",484,"14,566,004"
Seu Jorge,"11,947,163","253,114",742,"11,947,163"
L7NNON,"11,929,949","21,605",583,"11,929,949"
Sukhwinder Singh,"11,929,286","43,822",600,"12,655,595"
Fergie,"11,916,277","-7,311",562,"13,272,678"
The Cardigans,"11,911,711","8,961",742,"11,951,490"
Nio Garcia,"11,907,109","124,501",484,"13,791,945"
Timmy Trumpet,"11,904,078","20,558",648,"11,904,078"
Tito Double P,"11,896,200","-13,780",542,"14,770,276"
La Bouche,"11,887,226","17,245",747,"11,887,226"
Quavo,"11,886,862","-30,336",347,"17,155,421"
Matheus & Kauan,"11,885,366","5,917",595,"13,447,514"
Devi Sri Prasad,"11,870,259","18,533",594,"12,101,218"
Siddharth - Garima,"11,856,925","1,821",549,"14,517,947"
Los Tigres Del Norte,"11,839,461","23,853",755,"11,839,461"
Avenged Sevenfold,"11,833,521","54,443",756,"11,833,521"
ZZ Top,"11,828,911","1,986",644,"11,828,911"
Sting,"11,816,971","-7,868",551,"13,399,492"
Joan Jett & the Blackhearts,"11,816,140","34,955",759,"11,816,140"
Zac Brown Band,"11,797,952","7,649",654,"11,797,952"
Natalia Lafourcade,"11,791,085","-91,596",705,"12,102,198"
Tom Petty,"11,789,155","2,744",680,"12,048,116"
Peggy Gou,"11,786,681","15,284",215,"23,511,011"
Spice Girls,"11,780,212","33,740",591,"13,114,444"
La Adictiva,"11,778,862","-24,988",647,"11,844,888"
DENNIS,"11,775,191","-33,144",432,"17,466,515"
Tammi Terrell,"11,762,041","-20,949",445,"15,930,567"
